"","POINT_X","POINT_Y","_RUN1","_RUN2","_RUN3","_Full"
"193",5.86158,52.10478,TRUE,TRUE,TRUE,TRUE
"194",11.41667,50.65003,TRUE,TRUE,TRUE,TRUE
"195",-0.24249,54.0679,TRUE,FALSE,TRUE,TRUE
"196",-2.52708,53.45034,TRUE,FALSE,TRUE,TRUE
"197",-6.71778,53.53806,TRUE,TRUE,TRUE,TRUE
"198",6.30777,52.50661,TRUE,TRUE,TRUE,TRUE
"199",4.84095,52.01459,TRUE,FALSE,TRUE,TRUE
"200",5.13456,51.61111,TRUE,FALSE,FALSE,TRUE
"201",6.09625,53.09221,TRUE,TRUE,FALSE,TRUE
"202",3.76496,51.55518,TRUE,FALSE,FALSE,TRUE
"203",4.98861,51.79047,TRUE,FALSE,FALSE,TRUE
"204",6.22477,52.01288,TRUE,FALSE,TRUE,TRUE
"205",6.55123,53.35825,FALSE,TRUE,TRUE,TRUE
"206",5.79772,53.09361,TRUE,TRUE,TRUE,TRUE
"207",5.71171,51.56599,TRUE,TRUE,TRUE,TRUE
"208",-96.33417,30.62778,TRUE,TRUE,TRUE,TRUE
"209",7.25,50.65003,TRUE,TRUE,TRUE,TRUE
"210",6.75,49.25003,TRUE,FALSE,TRUE,TRUE
"211",-99.133,20.633,FALSE,FALSE,TRUE,TRUE
"212",-1.35957,50.93214,FALSE,FALSE,TRUE,TRUE
"213",-2.79038,51.38088,TRUE,TRUE,FALSE,TRUE
"214",-1.60847,55.06877,TRUE,TRUE,TRUE,TRUE
"215",5.85733,51.70032,TRUE,TRUE,TRUE,TRUE
"216",5.27795,52.01581,FALSE,TRUE,TRUE,TRUE
"217",6.51379,51.92057,TRUE,TRUE,FALSE,TRUE
"218",4.76625,52.14904,TRUE,TRUE,TRUE,TRUE
"219",4.98173,52.55443,FALSE,TRUE,FALSE,TRUE
"220",6.24285,52.95646,TRUE,TRUE,TRUE,TRUE
"221",5.8611,52.05984,TRUE,TRUE,FALSE,TRUE
"222",13.1513,55.7067,TRUE,TRUE,TRUE,TRUE
"223",14.92842,51.15154,TRUE,TRUE,TRUE,TRUE
"224",10.08333,54.35003,TRUE,TRUE,TRUE,TRUE
"225",8.08333,50.05003,TRUE,TRUE,FALSE,TRUE
"226",16.5365,56.3717,FALSE,TRUE,TRUE,TRUE
"227",6.07981,52.05876,TRUE,FALSE,TRUE,TRUE
"228",-98.7,19.383,FALSE,TRUE,TRUE,TRUE
"229",-99.567,18.55,TRUE,TRUE,FALSE,TRUE
"230",6.38649,52.73066,FALSE,TRUE,TRUE,TRUE
"231",5.91911,50.80117,TRUE,TRUE,TRUE,TRUE
"232",5.99061,50.84576,FALSE,TRUE,TRUE,TRUE
"233",4.63079,51.51905,TRUE,TRUE,TRUE,TRUE
"234",5.35129,51.38666,FALSE,TRUE,FALSE,TRUE
"235",5.92697,51.4753,TRUE,TRUE,TRUE,TRUE
"236",3.62951,51.32846,FALSE,TRUE,TRUE,TRUE
"237",6.69052,52.99735,TRUE,TRUE,FALSE,TRUE
"238",10.91667,51.45003,TRUE,FALSE,TRUE,TRUE
"239",11.69484,60.85484,TRUE,TRUE,TRUE,TRUE
"240",-92.052,17.483,TRUE,TRUE,TRUE,TRUE
"241",-106.418,31.75,TRUE,TRUE,TRUE,TRUE
"242",-87.966,19.569,FALSE,TRUE,FALSE,TRUE
"243",-99.067,20.217,TRUE,FALSE,TRUE,TRUE
"244",-5.28499,50.07794,TRUE,TRUE,TRUE,TRUE
"245",-9.11494,52.91066,TRUE,TRUE,TRUE,TRUE
"246",-8.5,40.2,TRUE,FALSE,TRUE,TRUE
"247",14.94307,51.25066,TRUE,TRUE,FALSE,TRUE
"248",9.91667,51.45003,TRUE,TRUE,TRUE,TRUE
"249",5.939,52.46396,TRUE,TRUE,FALSE,TRUE
"250",4.83653,52.37409,TRUE,TRUE,TRUE,TRUE
"251",6.96237,52.275,TRUE,TRUE,TRUE,TRUE
"252",5.20727,51.47641,TRUE,FALSE,TRUE,TRUE
"253",-87.78013,40.08299,TRUE,TRUE,TRUE,TRUE
"254",8.41667,48.95002,FALSE,TRUE,TRUE,TRUE
"255",-6.61072,52.18873,TRUE,TRUE,TRUE,TRUE
"256",-99.1,18.467,TRUE,TRUE,TRUE,TRUE
"257",5.71011,51.34127,TRUE,TRUE,TRUE,TRUE
"258",5.2042,52.24042,TRUE,TRUE,TRUE,TRUE
"259",6.76073,52.86175,TRUE,TRUE,TRUE,TRUE
"260",6.61734,53.04306,TRUE,FALSE,TRUE,TRUE
"261",5.6463,52.73458,TRUE,TRUE,FALSE,TRUE
"262",3.977,51.69278,TRUE,TRUE,FALSE,TRUE
"263",6.00382,51.83447,TRUE,TRUE,TRUE,TRUE
"264",-91.15444,30.45056,TRUE,TRUE,TRUE,TRUE
"265",16.3792,56.4249,TRUE,TRUE,TRUE,TRUE
"266",-0.33127,51.82133,TRUE,TRUE,TRUE,TRUE
"267",-98.967,20.633,TRUE,TRUE,TRUE,TRUE
"268",-6.2101,53.25766,TRUE,TRUE,TRUE,TRUE
"269",4.90653,52.68896,FALSE,TRUE,TRUE,TRUE
"270",6.76214,52.90667,TRUE,TRUE,TRUE,TRUE
"271",5.84864,50.84642,TRUE,TRUE,TRUE,TRUE
"272",6.88762,52.23102,TRUE,TRUE,TRUE,TRUE
"273",6.31629,52.91098,FALSE,TRUE,TRUE,TRUE
"274",6.02559,53.36219,FALSE,TRUE,FALSE,TRUE
"275",5.31879,60.38746,TRUE,TRUE,TRUE,TRUE
"276",8.91667,49.15003,FALSE,TRUE,TRUE,TRUE
"277",6.34683,61.86098,FALSE,TRUE,TRUE,TRUE
